chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
6	2100000	2110000	6	2350000	2360000	255,255,0	77	27.2572	27.6656	25.292	34.6589	1.53413800072e-08	1.66340213116e-08	2.63316206236e-08	9.69863524333e-05	1	2105000	2355000	0
6	12150000	12160000	6	12600000	12610000	255,255,0	77	32.4723	29.9424	28.873	41.416	6.14277806396e-05	1.66340213116e-08	2.63316206236e-08	0.037866012522	1	12155000	12605000	0
6	12630000	12640000	6	12890000	12900000	255,255,0	77	36.5629	27.1637	32.9209	28.9393	6.14277806396e-05	1.66340213116e-08	9.3916265815e-05	2.42238368503e-08	1	12635000	12895000	0
6	46810000	46820000	6	47000000	47010000	255,255,0	77	34.9107	33.5868	38.2913	35.1229	6.14277806396e-05	6.43405259176e-05	9.3916265815e-05	9.69863524333e-05	1	46815000	47005000	0
6	63770000	63780000	6	63970000	63980000	255,255,0	77	33.1847	30.8749	34.0872	34.6961	6.14277806396e-05	1.66340213116e-08	9.3916265815e-05	9.69863524333e-05	2	63775000	63980000	5000.0
6	106180000	106190000	6	106540000	106550000	255,255,0	77	39.2056	37.3439	46.4535	38.6169	0.0260897599479	6.43405259176e-05	0.0367652928009	9.69863524333e-05	2	106185000	106540000	5000.0
6	110850000	110860000	6	111530000	111540000	255,255,0	77	35.0165	35.1473	38.2578	40.3534	6.14277806396e-05	6.43405259176e-05	9.3916265815e-05	0.037866012522	3	110851666	111531666	7453.559925
6	118600000	118610000	6	118860000	118870000	255,255,0	77	37.4262	34.3046	46.2447	36.3718	6.14277806396e-05	6.43405259176e-05	0.0367652928009	9.69863524333e-05	2	118605000	118870000	5000.0
6	122700000	122710000	6	122850000	122860000	255,255,0	77	23.9725	23.044	32.4854	22.2359	4.88803331386e-13	6.53143615435e-13	9.3916265815e-05	1.10929546363e-12	1	122705000	122855000	0
6	153180000	153190000	6	153340000	153350000	255,255,0	77	14.7553	16.0766	17.7711	21.1906	5.18273308211e-24	7.41433492812e-18	6.97813083405e-18	1.10929546363e-12	1	153185000	153345000	0
4	5400000	5410000	4	5810000	5820000	255,255,0	77	28.7306	30.9011	33.1127	30.1802	1.53413800072e-08	1.66340213116e-08	9.3916265815e-05	2.42238368503e-08	1	5405000	5815000	0
4	55180000	55190000	4	55300000	55310000	255,255,0	77	36.2537	33.2875	33.9694	34.1763	6.14277806396e-05	6.43405259176e-05	9.3916265815e-05	9.69863524333e-05	1	55185000	55305000	0
4	159770000	159780000	4	160360000	160370000	255,255,0	77	26.6627	26.0898	25.6889	35.123	1.53413800072e-08	1.66340213116e-08	2.63316206236e-08	9.69863524333e-05	3	159778333	160368333	7453.55992499
4	169430000	169440000	4	169840000	169850000	255,255,0	77	33.414	31.6208	35.53	36.1451	6.14277806396e-05	6.43405259176e-05	9.3916265815e-05	9.69863524333e-05	2	169435000	169840000	5000.0
3	23240000	23250000	3	23840000	23850000	255,255,0	77	35.8473	37.6181	42.3398	38.2817	6.14277806396e-05	6.43405259176e-05	0.0367652928009	9.69863524333e-05	1	23245000	23845000	0
3	32210000	32220000	3	32370000	32380000	255,255,0	77	39.3889	36.1113	43.5818	39.8781	0.0260897599479	6.43405259176e-05	0.0367652928009	0.037866012522	2	32215000	32380000	5000.0
3	71130000	71140000	3	71440000	71450000	255,255,0	77	29.0979	32.6054	37.1258	33.8302	1.53413800072e-08	6.43405259176e-05	9.3916265815e-05	9.69863524333e-05	1	71135000	71445000	0
3	113210000	113220000	3	113460000	113470000	255,255,0	77	34.949	33.1575	39.7046	35.2025	6.14277806396e-05	6.43405259176e-05	0.0367652928009	9.69863524333e-05	2	113220000	113465000	5000.0
3	168220000	168230000	3	168560000	168570000	255,255,0	77	22.7059	23.0583	26.661	31.4072	4.88803331386e-13	6.53143615435e-13	2.63316206236e-08	9.69863524333e-05	3	168228333	168568333	7453.55992499
3	182620000	182630000	3	183100000	183110000	255,255,0	77	24.2017	23.556	24.6968	29.7801	4.88803331386e-13	6.53143615435e-13	2.63316206236e-08	2.42238368503e-08	1	182625000	183105000	0
2	16710000	16720000	2	16930000	16940000	255,255,0	77	36.8102	34.9725	33.7936	46.7583	6.14277806396e-05	6.43405259176e-05	9.3916265815e-05	0.037866012522	1	16715000	16935000	0
2	39610000	39620000	2	39950000	39960000	255,255,0	77	26.6919	30.3322	34.2563	34.1773	1.53413800072e-08	1.66340213116e-08	9.3916265815e-05	9.69863524333e-05	2	39610000	39955000	5000.0
2	64810000	64820000	2	65260000	65270000	255,255,0	77	37.1394	32.4641	34.0957	45.5096	6.14277806396e-05	6.43405259176e-05	9.3916265815e-05	0.037866012522	1	64815000	65265000	0
2	143430000	143440000	2	143740000	143750000	255,255,0	77	30.9561	31.2505	32.4082	44.3551	6.14277806396e-05	6.43405259176e-05	9.3916265815e-05	0.037866012522	3	143435000	143748333	12018.5042515
2	162440000	162450000	2	162800000	162810000	255,255,0	77	23.5806	20.7791	25.8494	25.1072	4.88803331386e-13	6.53143615435e-13	2.63316206236e-08	2.42238368503e-08	3	162441666	162801666	7453.55992499
1	10000000	10010000	1	10480000	10490000	255,255,0	77	38.262	37.5923	37.2707	40.9341	6.14277806396e-05	6.43405259176e-05	9.3916265815e-05	0.037866012522	1	10005000	10485000	0
1	50820000	50830000	1	51170000	51180000	255,255,0	77	35.2155	28.436	39.1877	29.0021	6.14277806396e-05	1.66340213116e-08	0.0367652928009	2.42238368503e-08	4	50832500	51175000	10307.764064
1	87780000	87790000	1	88410000	88420000	255,255,0	77	21.4271	28.0902	32.2222	39.1764	4.88803331386e-13	1.66340213116e-08	9.3916265815e-05	0.037866012522	5	87767000	88421000	18973.665961
1	169330000	169340000	1	169760000	169770000	255,255,0	77	37.8902	31.3177	29.2177	39.6456	6.14277806396e-05	6.43405259176e-05	2.63316206236e-08	0.037866012522	1	169335000	169765000	0
1	210570000	210580000	1	211310000	211320000	255,255,0	77	42.9232	33.9321	32.552	45.3687	0.0260897599479	6.43405259176e-05	9.3916265815e-05	0.037866012522	3	210581666	211305000	12018.5042515
1	221650000	221660000	1	222180000	222190000	255,255,0	77	33.6977	34.6924	37.6975	37.4335	6.14277806396e-05	6.43405259176e-05	9.3916265815e-05	9.69863524333e-05	1	221655000	222185000	0
X	15360000	15370000	X	15580000	15590000	255,255,0	77	34.1844	34.3437	38.4824	37.5701	6.14277806396e-05	6.43405259176e-05	9.3916265815e-05	9.69863524333e-05	1	15365000	15585000	0
X	49680000	49690000	X	49850000	49860000	255,255,0	77	37.5101	35.4164	37.9753	37.0814	6.14277806396e-05	6.43405259176e-05	9.3916265815e-05	9.69863524333e-05	2	49680000	49850000	7071.06781187
X	122310000	122320000	X	122550000	122560000	255,255,0	77	32.815	32.9734	36.2073	37.9066	6.14277806396e-05	6.43405259176e-05	9.3916265815e-05	9.69863524333e-05	1	122315000	122555000	0
X	131430000	131440000	X	131750000	131760000	255,255,0	77	37.7359	38.3406	44.7591	41.1353	6.14277806396e-05	6.43405259176e-05	0.0367652928009	0.037866012522	2	131430000	131755000	5000.0
21	36420000	36430000	21	36770000	36780000	255,255,0	76	35.5745	31.5469	31.2579	36.9519	0.000108742154727	0.000115023511215	0.00016687904901	0.000171239932133	1	36425000	36775000	0
20	38510000	38520000	20	39320000	39330000	255,255,0	76	26.8451	22.8089	26.9315	25.1882	3.46737658141e-08	1.85950622069e-12	5.84568025117e-08	5.40601276891e-08	3	38518333	39318333	7453.559925
20	50740000	50750000	20	50990000	51000000	255,255,0	76	21.5697	24.308	28.7883	27.2084	1.39032846248e-12	1.85950622069e-12	5.84568025117e-08	5.40601276891e-08	3	50745000	50998333	12018.5042515
18	6530000	6540000	18	6880000	6890000	255,255,0	76	29.0992	23.9401	24.4705	27.4455	3.46737658141e-08	1.85950622069e-12	3.18733812202e-12	5.40601276891e-08	3	6545000	6885000	10000.0
18	19060000	19070000	18	19530000	19540000	255,255,0	76	29.1626	28.7245	36.4593	31.8257	3.46737658141e-08	3.76449264862e-08	0.00016687904901	0.000171239932133	2	19070000	19535000	5000.0
18	61180000	61190000	18	61340000	61350000	255,255,0	76	27.3432	29.6633	32.8895	30.7403	3.46737658141e-08	3.76449264862e-08	0.00016687904901	5.40601276891e-08	1	61185000	61345000	0
16	760000	770000	16	1150000	1160000	255,255,0	76	35.3542	29.2775	34.1812	33.6274	0.000108742154727	3.76449264862e-08	0.00016687904901	0.000171239932133	1	765000	1155000	0
16	51850000	51860000	16	52010000	52020000	255,255,0	76	31.7668	31.0616	32.7106	32.4431	0.000108742154727	0.000115023511215	0.00016687904901	0.000171239932133	1	51855000	52015000	0
15	50640000	50650000	15	51190000	51200000	255,255,0	76	32.0498	32.1843	35.2551	40.9907	0.000108742154727	0.000115023511215	0.00016687904901	0.0535585326147	2	50645000	51185000	10000.0
15	73590000	73600000	15	73990000	74000000	255,255,0	76	32.7099	36.7759	41.6844	43.1494	0.000108742154727	0.000115023511215	0.052111430361	0.0535585326147	2	73600000	73995000	5000.0
15	91500000	91510000	15	91810000	91820000	255,255,0	76	41.4787	27.8793	30.2391	37.942	0.0369491917324	3.76449264862e-08	5.84568025117e-08	0.000171239932133	1	91505000	91815000	0
14	37710000	37720000	14	38340000	38350000	255,255,0	76	16.883	15.4954	17.1121	18.4471	1.16543850884e-17	5.70326761042e-23	2.56671633777e-17	3.37522882942e-17	4	37715000	38340000	15000.0
11	70650000	70660000	11	71130000	71140000	255,255,0	76	38.3817	33.3067	39.189	38.0303	0.000108742154727	0.000115023511215	0.052111430361	0.000171239932133	2	70660000	71135000	5000.0
11	128030000	128040000	11	128830000	128840000	255,255,0	76	40.0128	36.3017	38.3625	35.7077	0.0369491917324	0.000115023511215	0.00016687904901	0.000171239932133	2	128030000	128830000	7071.06781187
10	15940000	15950000	10	16820000	16830000	255,255,0	76	22.0312	28.063	33.8325	30.4281	1.39032846248e-12	3.76449264862e-08	0.00016687904901	5.40601276891e-08	2	15945000	16835000	10000.0
10	60540000	60550000	10	61380000	61390000	255,255,0	76	33.2781	26.9908	33.3585	24.6604	0.000108742154727	3.76449264862e-08	0.00016687904901	5.40601276891e-08	2	60545000	61380000	5000.0
10	91010000	91020000	10	91320000	91330000	255,255,0	76	34.2127	34.1766	34.527	43.6772	0.000108742154727	0.000115023511215	0.00016687904901	0.0535585326147	2	91020000	91325000	5000.0
9	19920000	19930000	9	20620000	20630000	255,255,0	76	23.7262	21.5588	33.769	21.2659	1.39032846248e-12	1.85950622069e-12	0.00016687904901	3.26291035986e-12	2	19925000	20620000	5000.0
8	135050000	135060000	8	135270000	135280000	255,255,0	76	31.8712	34.9432	36.0052	34.9568	0.000108742154727	0.000115023511215	0.00016687904901	0.000171239932133	1	135055000	135275000	0
7	76750000	76760000	7	76960000	76970000	255,255,0	76	24.8832	24.519	29.9297	31.1574	3.46737658141e-08	1.85950622069e-12	5.84568025117e-08	0.000171239932133	2	76755000	76960000	5000.0
7	120760000	120770000	7	120960000	120970000	255,255,0	76	39.285	32.9948	35.4086	37.2599	0.0369491917324	0.000115023511215	0.00016687904901	0.000171239932133	1	120765000	120965000	0
6	167180000	167190000	6	167700000	167710000	255,255,0	76	26.5154	29.7706	35.4066	34.1548	3.46737658141e-08	3.76449264862e-08	0.00016687904901	0.000171239932133	2	167190000	167705000	5000.0
5	88020000	88030000	5	88590000	88600000	255,255,0	76	23.162	19.1323	32.6023	19.1231	1.39032846248e-12	2.74401450819e-17	0.00016687904901	3.37522882942e-17	1	88025000	88595000	0
4	21780000	21790000	4	22390000	22400000	255,255,0	76	32.44	24.1487	35.3885	26.1601	0.000108742154727	1.85950622069e-12	0.00016687904901	5.40601276891e-08	4	21787500	22385000	10307.764064
4	74200000	74210000	4	74520000	74530000	255,255,0	76	21.6344	27.7603	27.0684	37.3409	1.39032846248e-12	3.76449264862e-08	5.84568025117e-08	0.000171239932133	3	74195000	74521666	20275.875101
4	86320000	86330000	4	86670000	86680000	255,255,0	76	35.4039	34.9085	40.3749	43.5565	0.000108742154727	0.000115023511215	0.052111430361	0.0535585326147	2	86330000	86670000	7071.06781187
4	138950000	138960000	4	139600000	139610000	255,255,0	76	23.9144	23.0412	26.2786	26.9199	1.39032846248e-12	1.85950622069e-12	5.84568025117e-08	5.40601276891e-08	3	138958333	139601666	7453.55992499
4	164080000	164090000	4	164420000	164430000	255,255,0	76	34.1964	42.5832	47.4537	38.7597	0.000108742154727	0.0433833997297	0.052111430361	0.000171239932133	2	164085000	164415000	10000.0
4	164400000	164410000	4	164580000	164590000	255,255,0	76	28.8856	33.6904	37.2085	35.8591	3.46737658141e-08	0.000115023511215	0.00016687904901	0.000171239932133	1	164405000	164585000	0
4	183400000	183410000	4	183720000	183730000	255,255,0	76	23.0299	24.9109	26.9698	27.733	1.39032846248e-12	3.76449264862e-08	5.84568025117e-08	5.40601276891e-08	3	183401666	183728333	7453.55992499
3	98530000	98540000	3	98890000	98900000	255,255,0	76	19.1667	15.2439	16.2179	17.9983	1.16543850884e-17	5.70326761042e-23	2.56671633777e-17	3.37522882942e-17	3	98538333	98888333	7453.559925
3	150640000	150650000	3	150860000	150870000	255,255,0	76	34.2103	29.6806	33.3721	35.1531	0.000108742154727	3.76449264862e-08	0.00016687904901	0.000171239932133	1	150645000	150865000	0
2	29040000	29050000	2	29410000	29420000	255,255,0	76	33.0553	31.5458	33.2442	37.1565	0.000108742154727	0.000115023511215	0.00016687904901	0.000171239932133	2	29045000	29420000	5000.0
2	44790000	44800000	2	45180000	45190000	255,255,0	76	30.4494	30.6807	29.7374	39.9179	3.46737658141e-08	3.76449264862e-08	5.84568025117e-08	0.0535585326147	2	44790000	45185000	5000.0
2	62140000	62150000	2	63000000	63010000	255,255,0	76	27.878	23.8392	27.38	29.2183	3.46737658141e-08	1.85950622069e-12	5.84568025117e-08	5.40601276891e-08	3	62148333	63001666	7453.559925
2	75140000	75150000	2	75630000	75640000	255,255,0	76	28.0308	30.2336	35.7395	33.0141	3.46737658141e-08	3.76449264862e-08	0.00016687904901	0.000171239932133	2	75145000	75630000	5000.0
2	120860000	120870000	2	121060000	121070000	255,255,0	76	36.4065	38.2562	44.0508	41.7293	0.000108742154727	0.000115023511215	0.052111430361	0.0535585326147	3	120868333	121068333	7453.559925
2	181940000	181950000	2	182570000	182580000	255,255,0	76	23.8026	21.1811	29.8691	23.9897	1.39032846248e-12	1.85950622069e-12	5.84568025117e-08	3.26291035986e-12	7	181945000	182577857	12857.1428571
2	192420000	192430000	2	193020000	193030000	255,255,0	76	17.4977	20.684	26.9318	25.9078	1.16543850884e-17	1.85950622069e-12	5.84568025117e-08	5.40601276891e-08	5	192419000	193027000	12649.1106407
2	231520000	231530000	2	231840000	231850000	255,255,0	76	31.2937	31.8909	38.1164	33.3979	0.000108742154727	0.000115023511215	0.00016687904901	0.000171239932133	1	231525000	231845000	0
1	31660000	31670000	1	32000000	32010000	255,255,0	76	29.0247	34.8897	40.3976	37.6476	3.46737658141e-08	0.000115023511215	0.052111430361	0.000171239932133	2	31660000	32010000	7071.06781187
1	93900000	93910000	1	94280000	94290000	255,255,0	76	28.4218	32.6533	43.2172	33.3657	3.46737658141e-08	0.000115023511215	0.052111430361	0.000171239932133	2	93905000	94280000	5000.0
X	103100000	103110000	X	103370000	103380000	255,255,0	76	25.2386	25.0604	33.0594	26.15	3.46737658141e-08	3.76449264862e-08	0.00016687904901	5.40601276891e-08	4	103100000	103380000	7071.06781187
20	48590000	48600000	20	49070000	49080000	255,255,0	75	33.2648	32.415	34.1235	35.1744	0.000191431956984	0.000205270322467	0.000294285256993	0.000300084392738	2	48595000	49080000	5000.0
20	49400000	49410000	20	49920000	49930000	255,255,0	75	11.0408	16.6528	21.0566	20.5105	1.12537163244e-28	9.95247255886e-17	9.0574314162e-12	9.12723477844e-12	2	49400000	49930000	7071.06781187
17	13490000	13500000	17	14830000	14840000	255,255,0	75	22.1172	20.0454	21.5409	22.5794	3.9379549203e-12	5.24963822137e-12	9.0574314162e-12	9.12723477844e-12	3	13498333	14831666	7453.559925
16	21190000	21200000	16	21560000	21570000	255,255,0	75	22.4177	23.226	25.2507	34.5924	3.9379549203e-12	5.24963822137e-12	1.2947000142e-07	0.000300084392738	2	21200000	21565000	5000.0
15	99060000	99070000	15	99620000	99630000	255,255,0	75	25.6614	25.5611	29.7121	27.8536	7.73151075508e-08	8.3910119582e-08	1.2947000142e-07	1.18701554317e-07	4	99062500	99615000	10307.764064
14	61500000	61510000	14	61710000	61720000	255,255,0	75	35.1407	31.4394	33.7523	37.2305	0.000191431956984	0.000205270322467	0.000294285256993	0.000300084392738	3	61495000	61715000	10000.0
14	90760000	90770000	14	90980000	90990000	255,255,0	75	33.5374	35.1164	37.7315	37.4005	0.000191431956984	0.000205270322467	0.000294285256993	0.000300084392738	1	90765000	90985000	0
13	26400000	26410000	13	26630000	26640000	255,255,0	75	31.4688	32.4331	34.123	33.5919	0.000191431956984	0.000205270322467	0.000294285256993	0.000300084392738	2	26410000	26640000	7071.06781187
13	96180000	96190000	13	96480000	96490000	255,255,0	75	24.6062	26.5471	25.915	37.1269	7.73151075508e-08	8.3910119582e-08	1.2947000142e-07	0.000300084392738	1	96185000	96485000	0
12	46730000	46740000	12	47320000	47330000	255,255,0	75	14.9685	26.2804	36.5297	26.6872	1.12678916657e-22	8.3910119582e-08	0.000294285256993	1.18701554317e-07	1	46735000	47325000	0
12	51810000	51820000	12	52070000	52080000	255,255,0	75	25.255	22.5799	28.1588	24.695	7.73151075508e-08	5.24963822137e-12	1.2947000142e-07	1.18701554317e-07	1	51815000	52075000	0
12	100630000	100640000	12	100940000	100950000	255,255,0	75	19.7072	26.3545	29.3636	31.1433	3.9379549203e-12	8.3910119582e-08	1.2947000142e-07	0.000300084392738	3	100628333	100948333	7453.559925
9	3730000	3740000	9	4350000	4360000	255,255,0	75	37.2279	30.3797	40.7077	30.7698	0.000191431956984	8.3910119582e-08	0.072697575721	1.18701554317e-07	2	3740000	4345000	11180.3398875
9	9610000	9620000	9	9790000	9800000	255,255,0	75	31.8499	31.4455	37.1203	34.8726	0.000191431956984	0.000205270322467	0.000294285256993	0.000300084392738	4	9610000	9790000	7071.06781187
8	39210000	39220000	8	39390000	39400000	255,255,0	75	30.6374	29.6506	31.6275	32.4903	7.73151075508e-08	8.3910119582e-08	0.000294285256993	0.000300084392738	5	39225000	39393000	12806.2484749
8	90730000	90740000	8	91580000	91590000	255,255,0	75	16.2059	27.2	37.7115	24.8919	4.17588438436e-17	8.3910119582e-08	0.000294285256993	1.18701554317e-07	1	90735000	91585000	0
7	35460000	35470000	7	35660000	35670000	255,255,0	75	34.5471	28.7494	33.583	29.5327	0.000191431956984	8.3910119582e-08	0.000294285256993	1.18701554317e-07	2	35465000	35660000	5000.0
7	127020000	127030000	7	127220000	127230000	255,255,0	75	33.4864	37.0562	36.9039	40.2972	0.000191431956984	0.000205270322467	0.000294285256993	0.0748230706274	2	127030000	127225000	5000.0
7	135350000	135360000	7	135690000	135700000	255,255,0	75	33.3945	32.2393	39.8995	36.6159	0.000191431956984	0.000205270322467	0.072697575721	0.000300084392738	2	135355000	135690000	5000.0
6	14210000	14220000	6	15380000	15390000	255,255,0	75	21.9384	25.3815	38.6063	25.0962	3.9379549203e-12	8.3910119582e-08	0.000294285256993	1.18701554317e-07	1	14215000	15385000	0
6	20090000	20100000	6	20520000	20530000	255,255,0	75	31.184	22.4923	27.1308	29.254	0.000191431956984	5.24963822137e-12	1.2947000142e-07	1.18701554317e-07	3	20098333	20528333	7453.559925
6	26030000	26040000	6	27110000	27120000	255,255,0	75	20.1824	13.2599	14.6419	20.1043	3.9379549203e-12	2.63156919115e-22	5.77424316423e-22	9.12723477844e-12	7	26035000	27112142	12857.1428571
6	133150000	133160000	6	133270000	133280000	255,255,0	75	41.5035	36.2268	47.6558	36.9956	0.0514550180291	0.000205270322467	0.072697575721	0.000300084392738	2	133150000	133280000	7071.06781187
5	5490000	5500000	5	5870000	5880000	255,255,0	75	33.4248	28.8276	32.3009	29.0942	0.000191431956984	8.3910119582e-08	0.000294285256993	1.18701554317e-07	3	5491666	5881666	7453.559925
5	70770000	70780000	5	71040000	71050000	255,255,0	75	33.1344	33.8688	33.3471	44.8487	0.000191431956984	0.000205270322467	0.000294285256993	0.0748230706274	2	70775000	71050000	5000.0
5	74530000	74540000	5	74970000	74980000	255,255,0	75	29.7661	30.0838	35.9231	33.4326	7.73151075508e-08	8.3910119582e-08	0.000294285256993	0.000300084392738	3	74535000	74975000	10000.0
5	88020000	88030000	5	88180000	88190000	255,255,0	75	37.819	28.9428	44.2899	28.9181	0.000191431956984	8.3910119582e-08	0.072697575721	1.18701554317e-07	2	88025000	88180000	5000.0
5	93850000	93860000	5	94180000	94190000	255,255,0	75	32.4955	33.6436	41.0123	36.4706	0.000191431956984	0.000205270322467	0.072697575721	0.000300084392738	2	93860000	94185000	5000.0
5	113430000	113440000	5	113780000	113790000	255,255,0	75	16.3202	22.8301	26.2008	26.4144	4.17588438436e-17	5.24963822137e-12	1.2947000142e-07	1.18701554317e-07	2	113440000	113785000	5000.0
5	146030000	146040000	5	146340000	146350000	255,255,0	75	36.3325	36.2855	40.1355	44.3458	0.000191431956984	0.000205270322467	0.072697575721	0.0748230706274	3	146038333	146348333	7453.55992499
5	169650000	169660000	5	170050000	170060000	255,255,0	75	24.8694	28.8885	32.5907	29.4566	7.73151075508e-08	8.3910119582e-08	0.000294285256993	1.18701554317e-07	2	169655000	170060000	5000.0
5	170630000	170640000	5	170760000	170770000	255,255,0	75	32.468	29.8867	32.8712	34.5402	0.000191431956984	8.3910119582e-08	0.000294285256993	0.000300084392738	2	170635000	170770000	5000.0
4	73560000	73570000	4	73880000	73890000	255,255,0	75	23.0214	20.3954	24.8375	25.6211	3.9379549203e-12	5.24963822137e-12	1.2947000142e-07	1.18701554317e-07	4	73567500	73885000	10307.764064
4	163410000	163420000	4	163950000	163960000	255,255,0	75	20.7533	19.6527	23.7316	21.5087	3.9379549203e-12	5.24963822137e-12	9.0574314162e-12	9.12723477844e-12	4	163420000	163960000	7071.06781187
3	101420000	101430000	3	101940000	101950000	255,255,0	75	34.793	27.7289	32.2332	34.9036	0.000191431956984	8.3910119582e-08	0.000294285256993	0.000300084392738	2	101420000	101945000	5000.0
3	150250000	150260000	3	150580000	150590000	255,255,0	75	23.6119	24.7232	29.8579	28.2586	3.9379549203e-12	8.3910119582e-08	1.2947000142e-07	1.18701554317e-07	3	150251666	150581666	7453.55992499
3	159040000	159050000	3	159520000	159530000	255,255,0	75	22.5901	21.754	23.785	30.0441	3.9379549203e-12	5.24963822137e-12	9.0574314162e-12	1.18701554317e-07	4	159040000	159520000	7071.06781187
2	54750000	54760000	2	55060000	55070000	255,255,0	75	25.02	39.0349	44.7627	41.8746	7.73151075508e-08	0.0613376696517	0.072697575721	0.0748230706274	3	54748333	55068333	7453.559925
2	71770000	71780000	2	72370000	72380000	255,255,0	75	25.3306	22.8323	28.7519	26.8139	7.73151075508e-08	5.24963822137e-12	1.2947000142e-07	1.18701554317e-07	3	71771666	72381666	18856.1808316
2	178020000	178030000	2	178590000	178600000	255,255,0	75	20.9226	21.1082	29.631	25.5659	3.9379549203e-12	5.24963822137e-12	1.2947000142e-07	1.18701554317e-07	4	178025000	178590000	11180.3398875
2	201350000	201360000	2	201560000	201570000	255,255,0	75	30.9648	29.4696	31.0044	35.987	0.000191431956984	8.3910119582e-08	0.000294285256993	0.000300084392738	1	201355000	201565000	0
1	21550000	21560000	1	21980000	21990000	255,255,0	75	37.3346	29.603	36.8647	30.8264	0.000191431956984	8.3910119582e-08	0.000294285256993	1.18701554317e-07	1	21555000	21985000	0
1	97430000	97440000	1	98510000	98520000	255,255,0	75	21.1612	21.1993	23.2296	26.0003	3.9379549203e-12	5.24963822137e-12	9.0574314162e-12	1.18701554317e-07	3	97431666	98518333	7453.559925
1	172710000	172720000	1	173790000	173800000	255,255,0	75	23.3744	23.5271	34.9915	21.4641	3.9379549203e-12	5.24963822137e-12	0.000294285256993	9.12723477844e-12	1	172715000	173795000	0
1	183440000	183450000	1	183870000	183880000	255,255,0	75	34.0514	37.4445	38.7125	37.5147	0.000191431956984	0.000205270322467	0.000294285256993	0.000300084392738	1	183445000	183875000	0
X	17550000	17560000	X	17700000	17710000	255,255,0	75	34.9646	34.0813	37.4504	35.9883	0.000191431956984	0.000205270322467	0.000294285256993	0.000300084392738	1	17555000	17705000	0
X	139150000	139160000	X	139220000	139230000	255,255,0	75	27.6655	25.4146	26.5657	26.9018	7.73151075508e-08	8.3910119582e-08	1.2947000142e-07	1.18701554317e-07	2	139145000	139225000	10000.0
22	34810000	34820000	22	35540000	35550000	255,255,0	74	16.4176	22.8006	28.9906	25.9325	1.48616871028e-16	1.4685818934e-11	2.85525888604e-07	2.61853973785e-07	4	34812500	35545000	10307.764064
18	54530000	54540000	18	55110000	55120000	255,255,0	74	25.8612	28.0367	30.7677	32.648	1.70863597937e-07	1.87819121756e-07	2.85525888604e-07	0.000520516249979	2	54535000	55110000	5000.0
18	64770000	64780000	18	64860000	64870000	255,255,0	74	32.2205	28.8858	30.5505	30.0791	0.000335071934462	1.87819121756e-07	2.85525888604e-07	2.61853973785e-07	4	64767500	64865000	10307.764064
17	60500000	60510000	17	60560000	60570000	255,255,0	74	33.0806	30.3186	35.9327	35.3806	0.000335071934462	1.87819121756e-07	0.000510997897418	0.000520516249979	2	60500000	60565000	5000.0
15	49150000	49160000	15	49710000	49720000	255,255,0	74	19.0845	20.2292	23.387	23.6293	1.48616871028e-16	1.4685818934e-11	2.50407255503e-11	2.54411589992e-11	3	49155000	49715000	10000.0
15	59980000	59990000	15	60200000	60210000	255,255,0	74	38.5562	29.1696	28.3281	35.3847	0.000335071934462	1.87819121756e-07	2.85525888604e-07	0.000520516249979	1	59985000	60205000	0
15	59980000	59990000	15	60470000	60480000	255,255,0	74	39.6969	30.2871	30.04	38.2926	0.0702996272845	1.87819121756e-07	2.85525888604e-07	0.000520516249979	4	60000000	60475000	15000.0
15	92930000	92940000	15	93250000	93260000	255,255,0	74	29.939	30.5853	30.5329	37.3393	1.70863597937e-07	1.87819121756e-07	2.85525888604e-07	0.000520516249979	1	92935000	93255000	0
15	98980000	98990000	15	99200000	99210000	255,255,0	74	39.253	35.8625	38.9652	37.698	0.0702996272845	0.000361879523974	0.0997883375899	0.000520516249979	2	98985000	99200000	5000.0
13	48900000	48910000	13	49340000	49350000	255,255,0	74	28.5974	24.4268	29.8417	27.5266	1.70863597937e-07	1.4685818934e-11	2.85525888604e-07	2.61853973785e-07	2	48905000	49340000	5000.0
13	85470000	85480000	13	86380000	86390000	255,255,0	74	22.6597	19.2798	20.0641	24.8426	1.10057827925e-11	3.54037294989e-16	2.50407255503e-11	2.61853973785e-07	5	85477000	86381000	12649.1106407
11	10950000	10960000	11	11800000	11810000	255,255,0	74	31.2606	29.1767	30.804	35.0417	0.000335071934462	1.87819121756e-07	2.85525888604e-07	0.000520516249979	3	10951666	11808333	7453.559925
11	11820000	11830000	11	12060000	12070000	255,255,0	74	26.9171	25.6636	32.5889	26.3732	1.70863597937e-07	1.87819121756e-07	0.000510997897418	2.61853973785e-07	4	11815000	12062500	10307.764064
11	32340000	32350000	11	32810000	32820000	255,255,0	74	30.401	24.6311	29.8233	28.141	1.70863597937e-07	1.87819121756e-07	2.85525888604e-07	2.61853973785e-07	3	32351666	32811666	7453.559925
11	115200000	115210000	11	115780000	115790000	255,255,0	74	36.5968	31.5137	41.3819	33.3777	0.000335071934462	0.000361879523974	0.0997883375899	0.000520516249979	2	115205000	115780000	5000.0
